"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species","Strain","CR-1-S116","CR-10-S245","CR-13-S148","CR-14-S336","CR-15-S292","CR-16-S332","CR-17-S97","CR-18-S252","CR-19-S341","CR-20-S111","CR-21-S126","CR-22-S311","CR-25-S383","CR-28-S106","CR-3-S98","CR-31-S334","CR-34-S359","CR-37-S367","CR-46-S191","CR-58-S382","CR-6-S169","CR-64-S324","CR-7-S125","CR-8-S94","CR-9-S219","IR1-10-S115","IR1-11-S173","IR1-12-S366","IR1-16-S307","IR1-17-S279","IR1-18-S287","IR1-2-S96","IR1-20-S377","IR1-22-S81","IR1-24-S295","IR1-26-S119","IR1-29-S285","IR1-3-S320","IR1-30-S349","IR1-31-S280","IR1-32-S151","IR1-33-S134","IR1-35-S370","IR1-36-S159","IR1-37-S343","IR1-38-S337","IR1-39-S351","IR1-4-S223","IR1-42-S329","IR1-43-S256","IR1-44-S264","IR1-45-S128","IR1-48-S339","IR1-50-S316","IR1-51-S186","IR1-52-S284","IR1-54-S130","IR1-57-S356","IR1-6-S250","IR1-60-S381","IR1-61-S328","IR1-62-S355","IR1-63-S155","IR1-70-S322","IR1-71-S357","IR1-72-S369","IR1-77-S202","IR1-8-S260","IR1-80-S319","IR1-81-S298","IR1-82-S353","IR1-86-S150","IR1-87-S340","IR1-88-S180","TR1-1-S110","TR1-10-S380","TR1-13-S171","TR1-14-S274","TR1-17-S246","TR1-18-S124","TR1-19-S305","TR1-20-S118","TR1-21-S207","TR1-22-S282","TR1-25-S117","TR1-28-S289","TR1-3-S121","TR1-31-S153","TR1-33-S375","TR1-34-S317","TR1-37-S306","TR1-40-S209","TR1-46-S170","TR1-52-S253","TR1-58-S275","TR1-6-S203","TR1-64-S263","TR1-7-S258","TR1-8-S321","TR1-9-S345","TR2-1-S273","TR2-10-S177","TR2-13-S231","TR2-14-S232","TR2-15-S288","TR2-16-S184","TR2-17-S248","TR2-18-S326","TR2-19-S318","TR2-20-S271","TR2-21-S228","TR2-22-S364","TR2-25-S133","TR2-28-S286","TR2-3-S297","TR2-31-S182","TR2-37-S330","TR2-40-S259","TR2-46-S239","TR2-52-S230","TR2-58-S172","TR2-6-S261","TR2-64-S216","TR2-7-S299","TR2-8-S360","TR2-9-S362","TR3-1-S237","TR3-10-S139","TR3-13-S304","TR3-15-S338","TR3-16-S296","TR3-17-S222","TR3-18-S293","TR3-19-S266","TR3-20-S265","TR3-21-S234","TR3-22-S235","TR3-25-S102","TR3-31-S283","TR3-34-S354","TR3-37-S221","TR3-40-S257","TR3-46-S224","TR3-52-S217","TR3-58-S233","TR3-6-S85","TR3-64-S190","TR3-8-S303","TR3-9-S229","TR4-10-S161","TR4-13-S142","TR4-14-S226","TR4-15-S218","TR4-16-S276","TR4-17-S114","TR4-19-S270","TR4-20-S269","TR4-21-S254","TR4-22-S344","TR4-25-S333","TR4-28-S183","TR4-3-S309","TR4-31-S278","TR4-34-S342","TR4-37-S188","TR4-40-S242","TR4-46-S215","TR4-52-S95","TR4-58-S112","TR4-6-S225","TR4-64-S220","TR4-7-S192","TR4-8-S327","TR4-9-S156","TR5-1-S210","TR5-10-S204","TR5-13-S103","TR5-14-S267","TR5-16-S290","TR5-17-S82","TR5-18-S201","TR5-19-S87","TR5-20-S208","TR5-21-S185","TR5-22-S145","TR5-25-S240","TR5-28-S214","TR5-3-S331","TR5-31-S313","TR5-34-S127","TR5-37-S368","TR5-40-S335","TR5-46-S310","TR5-52-S93","TR5-56-S241","TR5-57-S348","TR5-58-S372","TR5-59-S374","TR5-6-S131","TR5-64-S141","TR5-7-S213","TR5-8-S92","TR5-9-S249","TR6-1-S247","TR6-10-S212","TR6-14-S211","TR6-15-S149","TR6-16-S371","TR6-17-S138","TR6-18-S262","TR6-19-S137","TR6-20-S132","TR6-21-S107","TR6-22-S152","TR6-25-S378","TR6-28-S158","TR6-3-S236","TR6-31-S272","TR6-34-S143","TR6-37-S312","TR6-40-S160","TR6-46-S176","TR6-52-S122","TR6-58-S361","TR6-6-S277","TR6-64-S146","TR6-7-S325","TR6-8-S300","TR6-9-S189"
"ASV210","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA,"unknown Ruminococcaceae (Family) ASV210",0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.07,0,0,0,0.04,0,0.07,0.11,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0.09,0.07,0.04,0.2,0.09,0.2,0.7,0.15,0.17,0,0.09,0.35,0.22,0.13,0.04,0.07,0,0.2,0.02,0,0,0,0,0,0,0,0,0,0,0.15,0.07,0.04,0.11,0.15,0,0,0.07,0,0,0.02,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.02,0.09,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.07,0.04,0,0,0.02,0,0.13,0,0.15,0,0.02,0.02,0,0.07,0,0,0.09,0,0.07,0,0,0.07
"ASV211","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis",NA,"unknown Incertae Sedis (Genus) ASV211",0,0.09,0.09,0,0,0,0,0,0.04,0.04,0.07,0.09,0.04,0.04,0,0.02,0,0.11,0.09,0.2,0.04,0.04,0.02,0.02,0.04,0.26,0.42,0.15,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.04,0,0,0.04,0.02,0.09,0.02,0.09,0,0.26,0.07,0.15,0.02,0.04,0.04,0.09,0.07,0.07,0.24,0.07,0.17,0.15,0.09,0.11,0.04,0.09,0.04,0.31,0.17,0.11,0.15,0.07,0.15,0.11,0,0.15,0.07,0.07,0,0,0.09,0.09,0.13,0.42,0.22,0.09,0,0.15,0.07,0.07,0.02,0.07,0,0.02,0.07,0,0.04,0.02,0,0.09,0,0.09,0.11,0.04,0.04,0.02,0.07,0.11,0.11,0.11,0.07,0.11,0.04,0.17,0,0.04,0.37,0.48,0.09,0.07,0.13,0.02,0.11,0.02,0.09,0.04,0,0.07,0.13,0.09,0.04,0.07,0.02,0,0.02,0,0.02,0,0.07,0.13,0.02,0.07,0.02,0.07,0.13,0.04,0.04,0.02,0.04,0.11,0.07,0.04,0,0,0.2,0,0,0,0,0,0.28,0,0.83,0.94,1.01,2.21,2.58,2.97,0.92,0,0.92,0.02,0.11,0.02,0,0.15,0.02,0.02,0.04,0,0,0.07,0,0,0,0.2,4.35,0,2.53,2.12,1.49,1.9,2.47,1.4,0.92,1.29,1.22,0.87,0,1.6,0.13,0.07,0.07,0,0.09,0,0,0.02,0.02,0.02,0.04,0,0.02,0.04,0.11,0.11,0,0.04,0.02,0.04,0.07,0.09,0.04,0.07,0.11,0.07,0.07,0.02,0.04
"ASV212","Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA,"unknown [Eubacterium] coprostanoligenes group (Family) ASV212",0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0.02,0,0,0,0,0.07,0.02,0,0,0.02,0,0.04,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.07,0,0.09,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0.04,0,0.02,0.04,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0.02,0,0,0,0.04,0.02,0,0.02,0,0,0,0,0,0.02,0,0,0,0
"ASV213","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Candidatus Soleaferrea",NA,"unknown Candidatus Soleaferrea (Genus) ASV213",0,0.02,0,0.02,0,0,0,0,0.07,0,0,0.04,0.07,0,0.04,0,0.02,0,0.02,0.04,0.04,0.02,0.02,0,0,0,0.07,0.11,0,0.04,0,0,0.02,0,0,0,0.07,0,0,0.07,0.02,0,0.04,0,0,0,0,0,0.04,0.09,0.09,0,0.02,0,0.02,0.04,0.04,0,0,0,0.07,0.04,0.04,0.22,0.04,0.02,0,0,0.04,0,0.07,0.04,0.07,0.11,0.04,0,0.07,0,0.07,0,0.04,0.02,0,0,0,0.02,0.02,0.11,0.15,0.15,0.2,0.09,0.24,0.13,0.24,0,0.02,0.02,0,0,0,0,0.02,0,0,0.04,0.07,0.04,0.02,0,0,0,0,0.24,0.02,0.07,0,0,0,0,0,0.02,0,0.04,0.02,0,0.02,0,0,0,0.07,0.04,0,0,0,0.04,0.02,0.02,0.02,0,0,0.02,0,0.04,0.07,0,0.02,0,0,0,0.09,0,0,0.02,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.07,0,0.04,0,0,0,0,0.04,0.04,0.09,0.02,0.02,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.17,0,0.04,0.02,0.02,0,0,0.07,0,0.02,0,0,0.02,0,0,0.04,0.04,0,0.09,0.02,0,0.02,0,0,0,0,0.09,0.04,0.02,0.02,0
"ASV214","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerofilum",NA,"unknown Anaerofilum (Genus) ASV214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.04,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.02,0,0.04,0.15,0,0.07,0.09,0,0,0,0,0.04,0.02,0.09,0,0,0,0,0,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV215","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA,"unknown Ruminococcaceae (Family) ASV215",0.85,0.5,0.94,0.94,0.48,0.07,0,0,0,0,0,0,0.09,0.11,1.31,0.59,0.39,0.46,0.15,0.35,0.46,0.24,0.55,0.46,0.39,0.7,0.61,0.46,0.68,0.83,0.79,0,0.98,0.72,0.7,0.85,0.48,0.02,0.98,0.87,0.42,0.24,0.2,0.94,0.74,0.44,0.2,0.09,0,0.31,0.33,0.39,0.39,0.31,0.42,0.26,0.28,0.39,0.39,0.59,0.39,0.33,0.31,0.15,0.46,0.39,0.61,0.48,0.44,0.37,0.44,0.22,0.48,0.35,1.07,0.59,1.2,1.16,0.04,0,0,0,0,0.07,0.26,0.59,1.38,0.35,0.11,0.22,0.17,0.15,0.33,0.42,0.11,0.57,0.2,0.94,0.7,0.5,1.11,0.48,1.16,1.16,0.87,1.2,0.02,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0.48,0,0.74,0.52,0.5,1.09,0.46,0.63,0.52,0.55,0.39,0.81,0.7,0.52,0.59,0.63,0.42,0.28,0.28,0.26,0.31,0.42,0.28,0.17,0.46,0.2,0.48,0.28,0.39,0.5,0.48,0.39,0.83,0.07,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0.48,0,0.55,0.42,0.35,1.14,0.68,0.9,0.9,0.85,0.09,0,0.37,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0.55,0,0.39,0.31,0.39,0.85,0.5,0.61,0.39,0.22,0.37,0.42,0.48,0.57,0.57,0.98,0.46,0.76,0.68,0.35,0.26,0.09,0.13,0.31,0.17,0.31,0.66,0.39,0.7,0.5,0.7
"ASV216","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","UBA1819",NA,"unknown UBA1819 (Genus) ASV216",0.07,0.07,0.02,0.09,0.24,0.96,1.57,0.85,1.77,1.79,0.59,0.15,0.04,0.04,0.07,0.09,0.07,0.04,0.04,0.07,0.07,0.07,0.07,0.07,0.02,0.13,0.02,0.07,0,0,0,0,0,0,0,0,0,0.02,0,0,0.09,0.07,0.02,0,0.07,0.28,0.87,0.02,2.47,1.25,0.98,0.39,0.11,0,0,0.02,0.02,0,0.07,0.02,0.07,0,0,0,0,0.07,0,0.02,0.02,0.09,0.09,0.02,0.04,0.13,0.13,0.13,0.02,0.07,0.02,0.07,0,0,0,0,0,0.07,0.07,0.17,0.02,0.02,0.09,0,0.02,0.7,0.24,0.11,0.09,0.04,0.2,0.09,0.02,0.15,0.13,0.02,0.09,0.09,0.02,0,0,0,0,0,0,0.04,0.07,0,0,0,0,0,0,0.11,0,0.11,0.22,0.07,0.04,0.11,0.04,0,0.07,0.04,0.09,0.02,0.02,0.04,0.02,0.04,0.17,0.04,0.09,0.07,0.02,0.04,0.17,0,0.07,0.11,0.04,0.07,0.07,0.26,0.07,0.13,0.11,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.13,0,0.07,0.04,0.24,0,0.04,0.13,0.22,0.22,0.02,0,0.07,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0.02,0.09,0.22,0.11,0.15,0.04,0.13,0.09,0.17,0.07,0.09,0.07,0.11,0.11,0.04,0,0.07,0.04,0.04,0.09,0.13,0.02,0.07,0,0,0.15
"ASV217","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Pygmaiobacter",NA,"unknown Pygmaiobacter (Genus) ASV217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.2,0.15,0.46,0.28,0,0.46,0,0,0,0.02,0.04,0,0,0,0,0.02,0,0,0,0,0,0.07,0,0,0,0,0.61,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.22,0.9,2.01,3.87,4.11,3.85,1.68,0.07,0,0.76,0.5,0.57,0.42,0.55,1.25,1.51,0.68,0,0.63,0,0,0,0,0,0,0,0,0,0.07,1.03,1.99,4.92,5.29,4.57,2.05,1.73,0,2.01,3.8,4.02,3.72,3.02,2.25,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.33,0.15,0.15,0.22,1.07,0.94,0.37,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.33,0.11,0.2,0,0.17,0.61,0.59,0.42,0.55,0.24,0.81,0,0.57,0,0,0
"ASV218","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Pygmaiobacter",NA,"unknown Pygmaiobacter (Genus) ASV218",0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.11,0.07,0.07,0.07,0,0.09,0,0.15,0.07,0,0,0,0,0,0.02,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.04,0.07,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV220","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Fournierella",NA,"unknown Fournierella (Genus) ASV220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV221","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Pygmaiobacter",NA,"unknown Pygmaiobacter (Genus) ASV221",0,0,0.04,0.02,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.07,0.02,0,0,0,0,0,0,0.02,0,0.07,0,0,0.11,0.02,0,0.15,0,0.02,0,0,0,0,0.04,0.07,0,0,0,0.04,0.02,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0.13,0.04,0,0.07,0.15,0.11,0.26,0.15,0.24,0.09,0,0,0.07,0.09,0.04,0.02,0.04,0.11,0.09,0.07,0,0.09,0.07,0.04,0.02,0,0.07,0.04,0.04,0.02,0.04,0.07,0.11,0.13,0.22,0.52,0.52,0.33,0.46,0,0.07,0.02,0.17,0.02,0.17,0.15,0,0.13,0,0.04,0.04,0.02,0.02,0,0.04,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.22,0.04,0.02,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0.11,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.09,0.02,0.07,0,0.02,0.02,0,0,0.02,0.09,0.04,0.02,0,0.02,0.02,0.04,0,0,0,0,0.04,0.04,0.04,0.02,0.02,0.07,0,0.11,0.09
"ASV222","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Pygmaiobacter",NA,"unknown Pygmaiobacter (Genus) ASV222",0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.11,0.07,0,0,0,0,0,0,0,0,0.07,0,0,0.04,0,0.04,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0.02,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0,0,0.04,0.09,0.02,0.04,0.13,0.15,0.04,0,0.04,0,0.02,0.07,0.04,0.02,0.02,0.04,0.04,0.04,0.02,0,0.09,0,0,0,0.07,0.04,0.02,0.02,0,0.09,0.2,0.22,0.35,0.22,0.17,0.31,0,0.11,0.13,0.2,0.04,0.07,0.07,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0,0.07,0.04,0.07,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.02,0,0.04,0.04,0.02,0.04
"ASV223","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerofilum",NA,"unknown Anaerofilum (Genus) ASV223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV225","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium",NA,"unknown Faecalibacterium (Genus) ASV225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV226","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii","Faecalibacterium prausnitzii ASV226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV230","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA,"unknown Ruminococcaceae (Family) ASV230",13.77,18.82,14.38,12.85,13.05,4.94,2.03,0.2,0.07,1.16,4.94,8.22,14.27,17.77,14.51,13.4,12.94,11.36,14.44,12.76,15.49,13.33,19.03,10.31,15.93,3.17,3.82,5.97,11.36,16.56,15.12,0.09,22.01,18.14,20.5,18.23,17.18,0,20.3,15.19,12.33,16.3,8.22,13.96,13.77,8.19,3.58,0.07,0.15,6.23,8.78,11.43,18.49,19.1,18.29,18.68,15.28,17.13,0.26,13.42,15.71,17.31,18.51,17.72,18.31,12.63,12.08,2.05,15.54,14.62,12.87,15.45,18.97,15.52,13.07,11.47,9.44,9.09,20.39,22.97,16.56,26.6,25.04,18.9,13.66,10.49,11.78,10.56,9.05,9.38,7.34,6.93,10.42,13.83,12.57,17.53,6.47,16.83,16.83,11.19,9.99,9.64,8.59,6.53,7.89,7.58,18.95,20.21,14.53,18.18,21.31,17.35,14.73,13.2,10.64,12.08,14.05,14.03,13.13,14.47,18.51,15.62,8.48,17.46,11.21,11.08,7.56,11.67,12.96,11.28,8.48,11.52,10.62,8.89,7.23,5.7,10.03,11.71,7.17,4.68,7.89,5.27,7.95,0.37,0.04,9.44,1.9,15.01,11.89,12.11,12.11,10.62,8.92,9.86,5.31,0.09,0.09,0,0,0.07,0.09,15.97,0.02,0.11,0.04,0,0.09,0,0,15.41,0.09,14.12,14.07,10.62,13.55,11.21,11.36,12.24,7.71,3.17,0.52,5.64,0,0.09,0.02,0.04,0,13.75,0.04,0,0.02,0,0.15,0,0.04,0,0.02,0.2,14.9,0.02,14.9,5.29,9.51,12.81,11.12,11.69,12,10.82,15.58,11.58,9.16,8.87,5.83,8.85,11.54,9.92,16.59,6.84,5.35,5.62,6.32,6.95,0.42,0.02,18.97,2.6,15.54,12.89,11.8
"ASV231","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum","variabile","Subdoligranulum variabile ASV231",0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.09,0,5.31,3.52,2.29,0.37,0.07,0.31,24.56,0.13,0.09,0.17,0.07,0,31.51,0,0,0,0,0,0,0,0,0,29.87,0,0,0,0,0,0.04,0,0,0,0,19.86,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.66,0,0,0.02,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0.07,0,0,0.04,0,0.81,0.02,0,0,0,0,0,0,0.07,0.11,0,0.11,0.04,0.11,0.92,0.02,0,0,0.02,0,0.13,0.13,0,0.04,0,0,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.07,0,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0.11,0,0.02,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0.55,0,0.44,0.04,0.02,0.48,0.02,0,0,0,0.02,0,0,0,0.09,0,0,0,0.76,0,0,0,0,0,0,0,0.59,0,0.22,0.04,0.02
